text;department;process;document;edition
Documents/Requirement Collection & Review;;;;
Accounts Clearances;;;;
Apply for admission;;;;
Fee deposit;;;;
Admission> Positive or Negative;;;;
Visa Application Stage;;;;
Visa Application;;;;
Requirements of Visa application;;;;
Documents Collection & review;;;;
Accounts Clearance;;;;
Apply for Visa (Online/Dispatch);;;;
Add. Requirements;;;;
Accounts Clearance;;;;
Online/Dispatch add requirements;;;;
Accounts Clearance;;;;
Interview;;;;
Medical;;;;
VISA Grant > Positive or Negative;;;;
A/C Final Settlement>Visa issuance;;;;
Visit Visa;;;;
Initial-sign up Consultancy (Sale Person:  Inquiry to till sign up) & Log in A / c creation + Welcome email;Sale;Sale;;
Follow Up Process (Consultancy + Payment collection) Status: ;;;;
First Stage requirements email;;;;
Initial Call to client;;;;
MIS score board report with break-up of the total score board;;;;
Visit Visa (Different Countries);;;;
Initial Phase Requirements ;;;;
Visit Visa (N / A);;;;
Visa Application Stage;;;;
Visa Application;;;;
Requirements of Visa application;;;;
Documents Collection & review;;;;
Accounts Clearance;;;;
Apply for Visa (Online / Dispatch);;;;
Add. Requirements;;;;
Accounts Clearance;;;;
Online / Dispatch add requirements;;;;
Accounts Clearance;;;;
Interview;;;;
Medical;;;;
VISA grant > Positive or Negative;;;;
A / C Final Settlement > Visa issuance;;;;
Sponsorship Visa;;;;
Initial-sign up Consultancy (Sale Person:  Inquiry to till sign up) & Log in A / c creation + Welcome email;Sale;Sale;;
Follow Up Process (Consultancy + Payment collection) Status: ;;;;
First Stage requirements email;;;;
Initial Call to client;;;;
MIS score board report with break-up of the total score board;;;;
Sponsorship Visa (Different Countries);;;;
Initial Phase Requirements;;;;
Sponsorship;;;;
Sponsoring person documents;;;;
Visa Application Stage;;;;
Visa Application;;;;
Requirements of Visa application;;;;
Documents Collection & review;;;;
Accounts Clearance;;;;
Apply for Visa (Online/Dispatch);;;;
Add. Requirements;;;;
Accounts Clearance;;;;
Online/Dispatch add requirements;;;;
Accounts Clearance;;;;
Interview Stage;;;;
Medical Stage;;;;
VISA grant Stage> Positive or Negative;;;;
A/c Final Settlement>Visa issuance;;;;
Additional Functions;;;;
Addition of New Stage;;;;
Flexible to change in program stage requirements / documents o Change in a specific client;;;;
Change in the program process;;;;
Use the same template function process for new Program;;;;
IELTS;;;;
 Initial-sign up Consultancy (Sale Person:  Inquiry to till sign up) & Log in A / C creation + Welcome email (Most of the time, it is our registered client (Skilled Immigration / Student Visa / Visit Visa) so only welcome email of his / her IELTS Program);Sale;Sale;;
Follow Up Process (Consultancy + Payment collection);;;;
IELTS batch, class and timing email;;;;
Initial Call to client;;;;
MIS score board report with break-up of the total score board;;;;
Training Phase;;;;
IELTS Training;;;;
No of classes Allocation;;;;
Batch and time allocation;;;;
Daily Class Attendance;;;;
Accounts Clearances;;;;
Auto update attendance register;;;;
Classes/Training Completion Report;;;;
IELTS Test;;;;
IELTS Test;;;;
Application Form;;;;
Documents/requirement checklist;;;;
Documents/requirement Collection;;;;
Documents/requirement Review;;;;
Dispatch (Online/Courier);;;;
Result status;;;;
Awaiting;;;;
Total Bands;;;;
Speaking Bands;;;;
Writing Bands;;;;
Reading Bands;;;;
Listening Bands;;;;
Other General Processes: ;;;;
Amendment in original contract through a new document / Annexure (Annexure have terms and conditions and considered as part of client original contract);;;;
Change in program ;;;;
Change in country ;;;;
Change in payment plan ;;;;
Up-gradation of contract ;;;;
Addition of dependent;;;;
Documents Notarization Process (As per the requirement of any program);;;;
Documents Collection;;;;
Notarization fee collection;;;;
Notarization by internal legal officer;;;;
Notarized Documents back to Process department;;;;
Accounts Clearances (Req Form > Client details > Clearance Type > Submit to Finance > Submit to Process Dept.);;;;
PDCs withholding request process (Flow Chart is attached);;;;
Refund Process (Flow Chart is attached);;;;
CRM-Customer Care Services Note:  FOR BUSINESS CENTER (As per requirement of business center);;;;
Auto & Manual SMS alerts to clients (as per define criteria & frequency);;;;
Auto & Manual email alerts to clients (as per define criteria & frequency);;;;
Staff dash board alerts;;;;
WEB PORTAL-Customer E-Services(Log-in);;;;
Call management system (Call In / Call out) (Integration of Avaya Dial guard system);;;;
Client activities log register;;;;
Other general service processes;;;;
MIS Reports;;;;
Functionalities;;;;
Flexible to change criteria, frequency of activity / email / SMS / task;;;;
Score Board Reporting of all activities with status Staff wise / Program Wise;;;;
Auto & Manual SMS campaign & alerts to clients:  (Gate way will be provided);;;;
Appointments SMS;;;;
Sign up SMS;;;;
Payment Receipt SMS;;;;
Special SMS Communication to clients (to date range wise sign up, stage range, any other criteria);;;;
Any other;;;;
MIS Reports;;;;
Auto & Manual Emails to Clients (As per the define criteria & frequency);;;;
Easy to change in domain for email;;;;
Multiple domain for email (Domain for registered clients and domain of leads and contacts);;;;
Appointments emails to sale leads;Sale;Sale;;
Welcome email on sign up;;;;
For log in id and password;;;;
On sign up, for documents check list and programs details;;;;
For pending requirements (recurring emails till requirements / documents not submitted);;;;
Email broad cast for filtered clients;;;;
For bounce cheque payment;;;;
Note:  FOR BUSINESS CENTER (As per requirement of business center);;;;
For due payment;;;;
For additional requirements;;;;
For change in status of stage;;;;
After one year for up-gradation;;;;
Auto email for any discrepancy in the account / stage;;;;
Emails notifications for activities;;;;
Client email correspondence record, visibility option (inside staff and to client);;;;
Staff KPI auto emails;;;;
Auto email alert to staff members who have late attendance, equal or more than 3 and cc to manager;;;;
MIS & KPIs Reports;;;;
Staff Auto & Manual Alerts-for Follow-Up Activities & Calls to Clients (As per the define criteria);;;;
Auto alert-After 24 hours-for new registered clients;;;;
Auto alert-Reminder calls (after 24 hours) as per the last call status i.e not respond;;;;
Auto alert-Balance Payment Collection call;;;;
Bounce Cheque Payment Collection call;;;;
Auto alert-New Stage requirements calls;;;;
Alerts Alarms option;;;;
Alerts snoozing option with a define time;;;;
Additional requirements of program call alerts;;;;
Auto alert for-For pending documents Submission calls;;;;
Documents re-submission calls (if any discrepancy);;;;
Recurring alerts for different activities (Call, email, note, meeting, follow up) and stages (default & manual criteria);;;;
Calendar Record;;;;
MIS & KPIs Reports;;;;
WEB Portal for client access-Customer e Services (Client log in);;;;
Program detail stage wise (Program / product wise if client signup more than one product) (read only);;;;
Stage wise status (Program / product wise) (read only);;;;
Account statement;;;;
Client can make online payments, online receipts;;;;
Record of email correspondence with premiers;;;;
Documents check list as per the program plan and stage (Client can attach each document with the check list);;;;
WEB chat function;;;;
Web portal speed should be good.;;;;
Client can make online requests for (Process form Visibility (option) to Clients);;;;
With-holding of PDCs;;;;
Sign up for new program;;;;
Up-gradation of contract;;;;
Addition of new spouse;;;;
Cancellation of contract;;;;
Call back request;;;;
Notes and remarks table for clients (activities log register);;;;
Notes / logs / activities visibility management (By default not visible to client) ;;;;
Call management system;;;;
Integration of Avaya system (Check the system specification for integration);;;;
Extensions wise users configuration (Customer care officers);;;;
Registered and non registered clients call management;;;;
Drop Calls Dashboards & report;;;;
Drop calls call back report;;;;
Call transfer function;;;;
Log a call;;;;
Current Call status and follow up call setting;;;;
MIS & KPIs Reports;;;;
Contact (Registered / Unregistered) call history report;;;;
Talk time report of the user (Internal & External (Registered & unregistered);;;;
Frequent call number extension wise;;;;
Long duration call no extension wise ;;;;
User & Client activities log register (Separate);;;;
Client:  Sale inquiry to till signup & sign up to till final visa stage all activities (visible / not visible to client);Sale;Sale;;
Client: Each and every activity (sale, finance & process department) with activity status;Sale;Sale;;
Client:  Sort out of activities department wise, stage wise, date wise, staff wise;;;;
Staff:  log of activities done & pending;;;;
User activities register & score board;;;;
Total appointments;;;;
Total Calls out / in;;;;
Talk time;;;;
Emails;;;;
Meetings in pipeline;;;;
Overdue activities;;;;
KPIs Reports;;;;
Dash-Board & Score Board;;;;
Dash Boards (Module Wise-Daily, This Week, This Month, Weekly, Monthly);;;;
Score Boards (Module Wise-Daily, Weekly, Monthly) ;;;;
Analytical Score Board;;;;
Dash Board & Score Board for CEO reporting real time;;;;
Dash & Boards for GM Reporting real time;;;;
Dash Board & Score Board For Managers;;;;
Score Board for Sales Person;Sale;Sale;;
Score Board For Customer care officers;;;;
Alerts for new sign ups;;;;
Normal alerts for day to day tasks & activities;;;;
Dash Board Alerts for pending tasks;;;;
Alerts to both manager and staff dashboards, for pending activities;;;;
Alerts for follow-up activities;;;;
Alert notification for late attendance (more than 3 in a month);;;;
KPIs meter as per define criteria;;;;
QMS system integration (Ticket no dispenser for visitors) (System is web based);;;;
Visitor type wise;;;;
Staff taking time to attend a visitors;;;;
Staff KPIs;;;;
MIS reports;;;;
Premiers Architecture;;;;
Commission & Incentive Function, Different Criteria's, Program / Division Wise;;;;
Sale Persons commission (Less by guaranteed commission paying through payroll) as per define criteria;Sale;Sale;;
Full sign up commission;;;;
Team Up sales commission (2, 3 or 4 sale person);Sale;Sale;;
Staff referral sales commission;Sale;Sale;;
Deductions;;;;
Partial / full Refund;;;;
Short collection;;;;
Initial PDC bounced;;;;
Staff referrals commission as per define criteria;;;;
Sale Coordinators sale commission as per define criteria;Sale;Sale;;
Follow Up persons commission- no of clients post sale collections;Sale;Sale;;
Staff Performance incentives as per define criteria;;;;
Clients Referrals commission;;;;
Any other commission plan;;;;
Reports;;;;
Sale Persons Commission report;Sale;Sale;;
Staff referrals commission report;;;;
Sales coordinators report;Sale;Sale;;
Staff Performance incentives report;;;;
Note 1:  Out Put of all documents (Screen, Print Preview, Printer, PDF, Excel);;;;
General ledger (Program / Division Wise);;;;
Accounts receivables (Program / Division Wise);;;;
Customer account report for all accounting periods;;;;
Customer account report for specific period;;;;
Customer register o Accounts payables;;;;
Fixed Assets management;;;;
Accruals & Prepayments entries;;;;
Cash, Credit Card, E-portal & bank (Receipt, Payment);;;;
Budgeting;;;;
PDC management (PDC Receipt & Payments life cycle);;;;
PDC Payment / issued;;;;
Cheque Book master:  Cheque no. series bank wise, auto selection of next cheque no, no can bi skipped with approval;;;;
Cheque issued layout & printing, A / c payee option;;;;
PDC Issued / Printed;;;;
Collected by party;;;;
Conversion (Auto / Manual);;;;
PDC issued stale;;;;
Auto stale PDCs entry;;;;
PDC issued cancellation;;;;
PDC Receipts;;;;
Receipt > PDC outsourced to bank;;;;
PDC Cleared (Auto / manual conversion);;;;
PDC Bounced & charges;;;;
PDCs bounced & charges register;;;;
PDCs bounced auto charges entry ;;;;
Follow-up & collection process;;;;
- PDC Replacement / Holding Request & Charges;;;;
PDC Withholding / Replacement Form;;;;
Form Process / Approval Flow;;;;
Collection of Payment for Holding / Replacing the PDC, along with Charges;;;;
General function;;;;
PDC search tool;;;;
Before printing approval is required ;;;;
Discounting function for un-matured PDCs ;;;;
Reports Accounting Period wise & saved report for (Last Day, Weekly, Monthly, Yearly);;;;
Note 1: Out Put of all documents (Screen, Print Preview, Printer, PDF, Excel,);;;;
Ledger / account report;;;;
Divisional / Program wise reporting (immigration, business migration, student visa, visit visa, IELTS Training);;;;
Cash Collection and settlement report;;;;
Credit card collections and settlement report;;;;
PDC receipt report s;;;;
PDC receipts register;;;;
Clients submitted PDC (Post sale) report;Sale;Sale;;
PDC un-matured report;;;;
PDC matured report;;;;
PDC withhold / replacement report;;;;
PDC Payment / issued Report;;;;
PDC issued report / register;;;;
PDC issued collected by parties report;;;;
PDC issued converted report;;;;
PDC issued not converted report;;;;
PDCs stale report (After 6 months from the date of issuance) o PDC issued Cancellation report o PDCs issued cheque book report;;;;
PDC Bounced report;;;;
PDC Bounced collection report;;;;
PDC withholding / replacement collection report;;;;
Utilities Expense Report;;;;
Admin expense report;;;;
Cost of sale report;Sale;Sale;;
Other income report;;;;
Profit & Loss report;;;;
Cash Flow report;;;;
Balance Sheet;;;;
Partners Current Accounts;;;;
Payroll Function (Program / Division Wise);;;;
Attendance (Attendance Machines Integration) ;;;;
Auto Monthly Attendance calculation for payroll;;;;
Manual upload of attendance in the system for specific batch, employee ;;;;
Adjustment of attendance option before payroll process ;;;;
